,item_id,name,category,price,link,height,width,depth
76,77,Rustic Wardrobe,Wardrobes,5500000,https://www.happybeds.co.uk/cdn-cgi/image/fit=contain,q=75,f=auto,width=1000/media/catalog/product/cache/2760f187cb7d1bcdeca5818f247800d3/F/6/F603123D077CB0FC0E54DF8B77D5803A.jpg,210,160,60
77,78,Industrial Wardrobe,Wardrobes,6000000,https://modernindustrialfurniture.com/cdn/shop/products/IMG_0106-SQ_Large_94b9ea7c-27f8-49e7-92ba-9208cdc5feae.jpg?v=1675402697,210,160,65
78,79,Vintage Wardrobe,Wardrobes,7000000,https://files.melodymaison.co.uk/images/P/antique-white-mirrored-double-wardrobe-pays-blanc-range_MM23845-02.jpg,220,180,70
79,80,Smart Wardrobe,Wardrobes,10000000,https://mir-s3-cdn-cf.behance.net/project_modules/1400/9b600248847769.58a3b2fdaa294.png,220,190,70

80,81,Kitchen Cabinet,Cabinets,2500000,https://furniture.ug/wp-content/uploads/2025/01/Modern-Grey-Kitchen-Cabinet.jpg,80,100,60
81,82,Wall Cabinet,Cabinets,1800000,https://files.melodymaison.co.uk/images/P/large-black-white-glass-fronted-wall-cabinet-90cm-x-70cm_MM34439.jpg,60,80,35
82,83,Base Cabinet,Cabinets,2200000,https://images.thdstatic.com/productImages/70fbb0c9-a4b7-4b77-81e7-395e86f80707/svn/painted-stratus-assembled-kitchen-cabinets-sb27b-rockingham-stratus-64_600.jpg,85,90,60
83,84,Tall Cabinet,Cabinets,3500000,https://m.media-amazon.com/images/I/71LYNzwWcML.jpg,200,70,60
84,85,Bathroom Cabinet,Cabinets,1500000,https://wgassets.duravit.cloud/photomanager-duravit/file/8a8a818d80dc6dd70180e0ce35602be5/ketho2_semi-tall_cabinet_open.jpg?derivate=width~1920,75,65,45
85,86,Vanity Cabinet,Cabinets,2800000,https://m.media-amazon.com/images/I/811QGhIgFGL.jpg,80,100,50
86,87,Corner Cabinet,Cabinets,2400000,https://m.media-amazon.com/images/I/81Vsi+oyEkL.jpg,90,90,65
87,88,TV Cabinet,Cabinets,3000000,https://www.theblockshop.com.au/media/catalog/product/a/s/ashley-white-wooden-tv-cabinet-entertainment-unit-180cm-285785.jpg?quality=80&fit=bounds&height=648&width=648&canvas=648:648,60,150,45
88,89,Filing Cabinet,Cabinets,1900000,https://m.media-amazon.com/images/I/6132EWEvZ+L._AC_UF894,1000_QL80_.jpg,100,45,60
89,90,Storage Cabinet,Cabinets,2000000,https://assets.wfcdn.com/im/41908324/compr-r85/2899/289995608/Jussiah+Storage+Cabinet+with+4+Doors+%26+Adjustable+Shelf.jpg,120,90,60
90,91,Medicine Cabinet,Cabinets,1300000,https://images-na.ssl-images-amazon.com/images/I/71fcJnfuPXL.jpg,60,50,20
91,92,Display Cabinet,Cabinets,3200000,https://m.media-amazon.com/images/I/71RpF+VNvpL.jpg,180,90,40
92,93,Wardrobe Cabinet,Cabinets,4000000,https://m.media-amazon.com/images/I/712i2n2h5+L._AC_UF894,1000_QL80_.jpg,190,100,55
93,94,Shoe Cabinet,Cabinets,1700000,https://tribesigns.com/cdn/shop/products/walnut-shoe-cabinet-6-tier-wooden-shoe-organizer-with-adjustable-shelves-770650.jpg?v=1704550552,110,80,35
94,95,Laundry Cabinet,Cabinets,2500000,https://m.media-amazon.com/images/I/716yIUxD0jL.jpg,170,90,50
95,96,Utility Cabinet,Cabinets,2600000,https://www.homecrestcabinetry.com/file/media/homecrest/products/cabinet_interiors/utilityrolltrayrosedapticbs.jpg,180,85,55
96,97,Bookcase Cabinet,Cabinets,3000000,https://assets.wfcdn.com/im/69748708/compr-r85/2906/290687990/Bookcase+With+File+Cabinet+Drawers.jpg,190,100,40
97,98,Bar Cabinet,Cabinets,3500000,https://www.stickley.com/cdn/shop/products/8227-BAR_Lifestyle1.jpg?v=1650588491&width=1946,150,90,45
98,99,Buffet Cabinet,Cabinets,4000000,https://images-na.ssl-images-amazon.com/images/I/815WioueKWL.jpg,90,160,50
99,100,Lockable Cabinet,Cabinets,2800000,https://orderofficefurniture.co.uk/cdn/shop/products/black_3_1.jpg?v=1690450747,150,80,40

100,101,Sectional Sofa,Sofas,1000000,https://sixpenny.com/cdn/shop/files/aria-lshape-medium-weight-linen-jasmine-rice-lifestyle-PDP1-short-r.jpg?v=1741044556&width=2000,80,200,90
101,102,L-Shaped Sofa,Sofas,1100000,https://i5.walmartimages.com/seo/HONBAY-Modern-L-Shaped-Sectional-Convertible-Corner-Sofa-Couch-for-Living-Room-Dark-Grey_7bc5b06e-d7dc-4c0f-bcd6-275e9660e9ab.9adb83374c77723ba96c570c4c237184.jpeg,85,220,100
102,103,U-Shaped Sofa,Sofas,1200000,https://www.cosyhomesltd.co.uk/cdn/shop/files/image_90bf74db-2620-4bfb-853c-acadc2b99fa7.jpg?v=1689783015,75,190,85
103,104,Sofa Bed / Sleeper Sofa,Sofas,1300000,https://i5.walmartimages.com/seo/DEALTOPS-Loveseat-Convertible-Sleeper-Sofa-Bed-Black_4ee888bc-e211-4d3f-8156-583449264044.fb216619020d4f78ed23b90a59d39be7.jpeg,90,230,95
104,105,Loveseat,Sofas,1400000,https://m.media-amazon.com/images/I/81paVXrplaL.jpg,80,200,90
105,106,Armchair / Single Sofa,Sofas,1500000,https://ordinairevietnam.com/cdn/shop/products/MildArmchair-Interior2_700x700.jpg?v=1723515590,85,210,100
106,107,Corner Sofa,Sofas,1600000,https://www.daals.co.uk/cdn/shop/files/BOSF-9680-BEIGE-WOV-CHAISE-RHF_WB2.jpg?v=1744616622,78,185,88
107,108,Armless Sofa,Sofas,1700000,https://www.daals.co.uk/cdn/shop/files/BOSF-9381-BEIGE-BOU-1ST_main.jpg?v=1742390319,92,240,100
108,109,Recliner Sofa,Sofas,1800000,https://www.nitori.com.vn/cdn/shop/files/115448001_570x570_0ae68442-e1c5-4323-bbbc-b556c0fd3bd4.jpg?v=1697086410,80,195,85
109,110,Ottoman,Sofas,1900000,https://assets.wfcdn.com/im/01380051/compr-r85/2028/202806414/Comacho+Upholstered+Ottoman.jpg,84,205,90
110,111,Chesterfield Sofa,Sofas,2000000,https://www.thechesterfieldcompany.com/_images/_images/l/1891-claridge-sofabed.jpg,86,215,95
111,112,Scandinavian Sofa,Sofas,2100000,https://cdn.webshopapp.com/shops/336719/files/475330711/scandinavian-sofa-jonne.jpg,90,230,100
112,113,Modern Sofa,Sofas,2200000,https://craftassociatesfurniture.com/cdn/shop/products/alaska-felt-modern-wood-sofa-1403-craft-associates-02_1024x1024.jpg?v=1681988303,85,220,95
113,114,Leather Sofa,Sofas,2300000,https://www.gulmoharlane.com/uploads/gulmoharlane/product-attribute-values/montreal-sand-leather-4s-310326_m.jpg?v=550,82,200,88
114,115,Fabric Sofa,Sofas,2400000,https://static.wixstatic.com/media/456a4a_f57f5272227d42a39ab52add25e28231~mv2.png/v1/fill/w_980,h_980,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/456a4a_f57f5272227d42a39ab52add25e28231~mv2.png,83,210,92
115,116,Velvet Sofa,Sofas,2500000,https://media.furniturevillage.co.uk/i/fv/PRODZFRSP000000000041209_bronwyn_3-seater-sofa__lifestyle?$medium$&fmt=auto&fmt=auto&w=579,88,225,97
116,117,Rattan/Wicker Sofa,Sofas,2600000,https://cdn.shopaccino.com/kridva/products/duplicate-253749466404551_l.jpg?v=523,79,190,85
117,118,Modular Sofa,Sofas,2700000,https://bizweb.dktcdn.net/thumb/large/100/361/830/products/ghe-sofa-mazie-28.jpg?v=1737082697853,81,200,90
118,119,Curved Sofa,Sofas,2800000,https://media.admiddleeast.com/photos/65339a9f6446cd566befbe6e/16:9/w_2560%2Cc_limit/Vladimir%2520Kagan%2520Serpentine%2520Sofa%2C%2520www.hollyhunt.com%2520(3).jpg,87,215,95
119,120,Hammock/Swing Sofa,Sofas,2900000,https://limboimports.com/cdn/shop/products/junior-indoor-hammock-chair-limbo-imports-t.jpg?v=1740750666&width=1946,80,195,88

120,121,Armchair,Chairs,500000,https://austinhomeinteriors.com/Data/Sites/1/Product/15395/key-armchair-2.jpg,90,80,85
121,122,Recliner Chair,Chairs,600000,https://images-cdn.ubuy.co.in/65b44a659831b038ab5f42b7-tekamon-recliner-chair-leather-single.jpg,95,85,90
122,123,Rocking Chair,Chairs,550000,https://vermontwoodsstudios.com/cdn/shop/files/Quilted-Vermont-Rocking-Chair-Cherry.jpg?v=1744055320&width=1946,88,75,85
123,124,Accent Chair,Chairs,520000,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/U34237s.jpg?im=Resize,width=750,86,78,82
124,125,Club Chair,Chairs,580000,https://assets.rjimgs.com/rjimgs/rk/images/dp/wcm/202516/0002/doyle-leather-club-chair-1-m.jpg,90,80,88
125,126,Barrel Chair,Chairs,570000,https://hulalahome.com/cdn/shop/files/CHM0119-PINK_1.jpg?v=1743160064&width=1946,85,76,84
126,127,Wingback Chair,Chairs,620000,https://adobeinteriors.com/image/catalog/living-room/accent-chairs/gentry-olive-wingback-chair-3.jpg,92,82,86
127,128,Slipper Chair,Chairs,510000,https://assets.wfcdn.com/im/01466881/resize-h800-w800%5Ecompr-r85/2957/295717225/Alena+Linen+Slipper+Chair.jpg,84,77,80
128,129,Parsons Chair,Chairs,530000,https://assets.wfcdn.com/im/23518319/resize-h755-w755%5Ecompr-r85/1898/189848918/Abinaash+19.5%27%27+H+Upholstered+Parsons+Chair.jpg,83,75,78
129,130,Chaise Lounge,Chairs,700000,https://m.media-amazon.com/images/I/81-+LGEKCxL._AC_UF894,1000_QL80_.jpg,95,160,75
130,131,Desk Chair,Chairs,540000,https://ecvv.vn/cdn/shop/products/11_cd720c2b-9ff4-417e-a606-3e4b368d71e0_800x.jpg?v=1639726520,87,70,75
131,132,Dining Chair,Chairs,500000,https://cdn.shopify.com/s/files/1/0418/9080/7961/files/HeathMochaVelvetDiningChairLone.jpg?v=1683796169,85,60,65
132,133,Swivel Chair,Chairs,610000,https://www.danetti.com/cdn/shop/products/NataliaLightGreyFabricLifestyleSide.jpg?v=1665481288,89,78,80
133,134,Task Chair,Chairs,520000,https://www.vari.com/dw/image/v2/BDFT_PRD/on/demandware.static/-/Sites-vari-master-catalog/default/dw5c9ea76c/images/large/ST-ESTTSKCHR/vari-essential-task-chair_st-esttsk_black.jpg?sw=800&sh=800,88,68,72
134,135,Gaming Chair,Chairs,750000,https://i5.walmartimages.com/seo/GTRACING-GTWD-200-Ergonomic-Gaming-Chair-with-Adjustable-Pillows-and-Footrest-White_43754c7c-2af5-46c4-8230-d7d14bc7d8b1.20bd7f61d36b5fb9177e86ae804c8b00.jpeg,93,70,78
135,136,Stacking Chair,Chairs,430000,https://www.laura-james.co.uk/cdn/shop/products/paul-stackable-dining-chairs-set-of-2-white-laura-james-1.jpg?v=1713536329&width=1445,82,60,65
136,217,Folding Chair,Chairs,420000,https://images-na.ssl-images-amazon.com/images/I/61LVoAICJdL.jpg,80,55,60
137,218,Plastic Chair,Chairs,400000,https://shop.cosmoplast.com/cdn/shop/products/RegalChair266.3x266.3Pxl-02.jpg?v=1608027124,81,58,62
138,219,Wooden Chair,Chairs,480000,https://devreugdedesign.com/wp-content/uploads/2024/11/2411-2-102-m27829-1960s-Thonet-chair-on-dark-wooden-base-with-webbing-seat-model-Charlie-Chaplin-Austria.jpg,85,62,68
139,220,Metal Chair,Chairs,470000,https://www.afw.com/images/thumbs/0153827_YD-440SIL_cb653_600.jpeg,84,61,66
