,item_id,name,category,price,link,height,width,depth
76,77,Rustic Wardrobe,Wardrobes,5500000,https://www.happybeds.co.uk/cdn-cgi/image/fit=contain,q=75,f=auto,width=1000/media/catalog/product/cache/2760f187cb7d1bcdeca5818f247800d3/F/6/F603123D077CB0FC0E54DF8B77D5803A.jpg,210,160,60
77,78,Industrial Wardrobe,Wardrobes,6000000,https://modernindustrialfurniture.com/cdn/shop/products/IMG_0106-SQ_Large_94b9ea7c-27f8-49e7-92ba-9208cdc5feae.jpg?v=1675402697,210,160,65
78,79,Vintage Wardrobe,Wardrobes,7000000,https://files.melodymaison.co.uk/images/P/antique-white-mirrored-double-wardrobe-pays-blanc-range_MM23845-02.jpg,220,180,70
79,80,Smart Wardrobe,Wardrobes,10000000,https://mir-s3-cdn-cf.behance.net/project_modules/1400/9b600248847769.58a3b2fdaa294.png,220,190,70

80,81,Kitchen Cabinet,Cabinets,2500000,https://furniture.ug/wp-content/uploads/2025/01/Modern-Grey-Kitchen-Cabinet.jpg,80,100,60
81,82,Wall Cabinet,Cabinets,1800000,https://files.melodymaison.co.uk/images/P/large-black-white-glass-fronted-wall-cabinet-90cm-x-70cm_MM34439.jpg,60,80,35
82,83,Base Cabinet,Cabinets,2200000,https://www.aristokraft.com/file/media/aristokraft/products/cabinet_interiors/three_drawer_base_cabinet.jpg,85,90,60
83,84,Tall Cabinet,Cabinets,3500000,https://m.media-amazon.com/images/I/71LYNzwWcML.jpg,200,70,60
84,85,Bathroom Cabinet,Cabinets,1500000,https://wgassets.duravit.cloud/photomanager-duravit/file/8a8a818d80dc6dd70180e0ce35602be5/ketho2_semi-tall_cabinet_open.jpg?derivate=width~1920,75,65,45
85,86,Vanity Cabinet,Cabinets,2800000,https://m.media-amazon.com/images/I/811QGhIgFGL.jpg,80,100,50
86,87,Corner Cabinet,Cabinets,2400000,https://i5.walmartimages.com/seo/RiverRidge-Madison-Tall-Corner-Bathroom-Storage-Cabinet-with-Open-Shelves-Gray_e60d2291-1ab6-4093-8944-910bb99945ef.fc4c7d42a62ffc9d813470a32fb3683e.jpeg,90,90,65
87,88,TV Cabinet,Cabinets,3000000,https://www.theblockshop.com.au/media/catalog/product/a/s/ashley-white-wooden-tv-cabinet-entertainment-unit-180cm-285785.jpg?quality=80&fit=bounds&height=648&width=648&canvas=648:648,60,150,45
88,89,Filing Cabinet,Cabinets,1900000,https://m.media-amazon.com/images/I/6132EWEvZ+L._AC_UF894,1000_QL80_.jpg,100,45,60
89,90,Storage Cabinet,Cabinets,2000000,https://assets.wfcdn.com/im/41908324/compr-r85/2899/289995608/Jussiah+Storage+Cabinet+with+4+Doors+%26+Adjustable+Shelf.jpg,120,90,60
90,91,Medicine Cabinet,Cabinets,1300000,https://images-na.ssl-images-amazon.com/images/I/71fcJnfuPXL.jpg,60,50,20
91,92,Display Cabinet,Cabinets,3200000,https://m.media-amazon.com/images/I/71RpF+VNvpL.jpg,180,90,40
92,93,Wardrobe Cabinet,Cabinets,4000000,https://m.media-amazon.com/images/I/712i2n2h5+L._AC_UF894,1000_QL80_.jpg,190,100,55
93,94,Shoe Cabinet,Cabinets,1700000,https://tribesigns.com/cdn/shop/products/walnut-shoe-cabinet-6-tier-wooden-shoe-organizer-with-adjustable-shelves-770650.jpg?v=1704550552,110,80,35
94,95,Laundry Cabinet,Cabinets,2500000,https://m.media-amazon.com/images/I/716yIUxD0jL.jpg,170,90,50
95,96,Utility Cabinet,Cabinets,2600000,https://www.homecrestcabinetry.com/file/media/homecrest/products/cabinet_interiors/utilityrolltrayrosedapticbs.jpg,180,85,55
96,97,Bookcase Cabinet,Cabinets,3000000,https://assets.wfcdn.com/im/69748708/compr-r85/2906/290687990/Bookcase+With+File+Cabinet+Drawers.jpg,190,100,40
97,98,Bar Cabinet,Cabinets,3500000,https://www.stickley.com/cdn/shop/products/8227-BAR_Lifestyle1.jpg?v=1650588491&width=1946,150,90,45
98,99,Buffet Cabinet,Cabinets,4000000,https://images-na.ssl-images-amazon.com/images/I/815WioueKWL.jpg,90,160,50
99,100,Lockable Cabinet,Cabinets,2800000,https://orderofficefurniture.co.uk/cdn/shop/products/black_3_1.jpg?v=1690450747,150,80,40

,item_id,name,category,price,link,height,width,depth
100,101,Sectional Sofa,Sofas,1000000,,80,200,90
101,102,L-Shaped Sofa,Sofas,1100000,,85,220,100
102,103,U-Shaped Sofa,Sofas,1200000,,75,190,85
103,104,Sofa Bed / Sleeper Sofa,Sofas,1300000,,90,230,95
104,105,Loveseat,Sofas,1400000,,80,200,90
105,106,Armchair / Single Sofa,Sofas,1500000,,85,210,100
106,107,Corner Sofa,Sofas,1600000,,78,185,88
107,108,Armless Sofa,Sofas,1700000,,92,240,100
108,109,Recliner Sofa,Sofas,1800000,,80,195,85
109,110,Ottoman,Sofas,1900000,,84,205,90
110,111,Chesterfield Sofa,Sofas,2000000,,86,215,95
111,112,Scandinavian Sofa,Sofas,2100000,,90,230,100
112,113,Modern Sofa,Sofas,2200000,,85,220,95
113,114,Leather Sofa,Sofas,2300000,,82,200,88
114,115,Fabric Sofa,Sofas,2400000,,83,210,92
115,116,Velvet Sofa,Sofas,2500000,,88,225,97
116,117,Rattan/Wicker Sofa,Sofas,2600000,,79,190,85
117,118,Modular Sofa,Sofas,2700000,,81,200,90
118,119,Curved Sofa,Sofas,2800000,,87,215,95
119,120,Hammock/Swing Sofa,Sofas,2900000,,80,195,88

,item_id,name,category,price,link,height,width,depth
,item_id,name,category,price,link,height,width,depth
120,121,Armchair,Chairs,500000,,90,80,85
121,122,Recliner Chair,Chairs,600000,,95,85,90
122,123,Rocking Chair,Chairs,550000,,88,75,85
123,124,Accent Chair,Chairs,520000,,86,78,82
124,125,Club Chair,Chairs,580000,,90,80,88
125,126,Barrel Chair,Chairs,570000,,85,76,84
126,127,Wingback Chair,Chairs,620000,,92,82,86
127,128,Slipper Chair,Chairs,510000,,84,77,80
128,129,Parsons Chair,Chairs,530000,,83,75,78
129,130,Chaise Lounge,Chairs,700000,,95,160,75
130,131,Desk Chair,Chairs,540000,,87,70,75
131,132,Dining Chair,Chairs,500000,,85,60,65
132,133,Swivel Chair,Chairs,610000,,89,78,80
133,134,Task Chair,Chairs,520000,,88,68,72
134,135,Gaming Chair,Chairs,750000,,93,70,78
135,136,Stacking Chair,Chairs,430000,,82,60,65
136,217,Folding Chair,Chairs,420000,,80,55,60
137,218,Plastic Chair,Chairs,400000,,81,58,62
138,219,Wooden Chair,Chairs,480000,,85,62,68
139,220,Metal Chair,Chairs,470000,,84,61,66





